Zip Code multiple,Property,Int ID,Zip Code
Ruscha Residential GmbH (EUR) (IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Investment Property Buildings,2732,
Exporo Bestand 46 GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Investment Property Buildings,2732,
IMMO German Service II GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Investment Property Buildings,2732,
TIAA General Account Housing German Service GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Investment Property Buildings,2732,
IMMO German Service GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Investment Property Buildings,2732,
IMMO German Property II GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Investment Property Buildings,2732,
IMMO Central Portfolio UK Limited (UK),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Investment Property Buildings,2732,
TIAA General Account Housing German Property GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Investment Property Buildings,2732,
IMMO German Property GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Investment Property Buildings,2732,
"IMMO IT Spain Portfolio, S.L. (SPN)",DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Investment Property Buildings,2732,
Chandos Holdings UG ( IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Investment Property Buildings,2732,
RI Living GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Buildings,2037,
Ruscha Residential GmbH (EUR) (IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Buildings,2037,
Exporo Bestand 46 GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Buildings,2037,
IMMO German Service II GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Buildings,2037,
TIAA General Account Housing German Service GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Buildings,2037,
IMMO German Service GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Buildings,2037,
IMMO German Property II GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Buildings,2037,
IMMO Central Portfolio UK Limited (UK),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Buildings,2037,
TIAA General Account Housing German Property GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Buildings,2037,
IMMO German Property GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Buildings,2037,
"IMMO IT Spain Portfolio, S.L. (SPN)",DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Buildings,2037,
Chandos Holdings UG ( IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Buildings,2037,
RI Living GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Plant & Machinery,2733,
Ruscha Residential GmbH (EUR) (IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Plant & Machinery,2733,
IMMO German Service II GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Plant & Machinery,2733,
TIAA General Account Housing German Service GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Plant & Machinery,2733,
Chandos Holdings UG ( IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Plant & Machinery,2733,
IMMO German Service GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Plant & Machinery,2733,
IMMO Central Portfolio UK Limited (UK),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Plant & Machinery,2733,
Exporo Bestand 46 GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Plant & Machinery,2733,
IMMO German Property GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Plant & Machinery,2733,
"IMMO IT Spain Portfolio, S.L. (SPN)",DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Plant & Machinery,2733,
IMMO German Property II GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Plant & Machinery,2733,
RI Living GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
IMMO Investment Technologies UK Limited (UK),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
Exporo Bestand 46 GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
IMMO German Service II GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
TIAA General Account Housing German Service GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
Chandos Holdings UG ( IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
IMMO German Property II GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
IMMO Central Portfolio UK Limited (UK),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
IMMO Digital Solutions India Private Limited (INR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
IMMO Investment Technologies España S.L (SPN),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
Carilux Investment S.à r.l (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
INSTA IMMO GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
TIAA General Account Housing German Property GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
Matis Investment S.à r.l (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
Matis Elimination(Moonstone),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
RI Nord GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
Arcangel Assets GmbH (IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
Moonstone Holdings S.à r.l (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
IMMO German Property GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
IMMO Investment Technologies S.à r.l. (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
IMMO Capital Fund GP S.à r.l (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
"IMMO Central Portfolio Spain, S.L. (SPN)",DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
IMMO German Service GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
Ruscha Residential GmbH (EUR) (IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Furniture & Fixtures,1830,
IMMO Digital Solutions India Private Limited (INR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Motor Vehicles,1383,
IMMO Investment Technologies UK Limited (UK),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Motor Vehicles,1383,
INSTA IMMO GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Motor Vehicles,1383,
IMMO Investment Technologies S.à r.l. (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Motor Vehicles,1383,
IMMO Investment Technologies España S.L (SPN),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Motor Vehicles,1383,
Exporo Bestand 46 GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Consolidation Elimination,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
productivity subsidiary,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Test Entity,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Investment Technologies S.à r.l. (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Fund (consolidation entity),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Capital Fund GP S.à r.l (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Capital fund Elimination,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Services Companies (Consolidation entity),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Investment Technologies UK Limited (UK),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
INSTA IMMO GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Chandos Holdings UG,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Arcangel Assets GmbH,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Ruscha Residential GmbH,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Chandos Elimination,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Investment Technologies España S.L (SPN),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Digital Solutions India Private Limited (INR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Service Elimination entity,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Property Owning Structure (Consolidation entity),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Carilux Investment S.à r.l (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Moonstone Holdings S.à r.l (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Matis Investment S.à r.l (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
"IMMO Central Portfolio Spain, S.L. (SPN)",DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
"IMMO IT Spain Portfolio, S.L. (SPN)",DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO IT SPAIN ELIMINATION,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO German Service GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO German Property GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO German Service II GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO German Property II GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Central Portfolio UK Limited (UK),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Matis Investment Elimination,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Matis Elimination(Moonstone),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Moonstone Elimination(carilux),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Investment Elimination,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Managed Companies (Consolidation entity),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
RainMaker Investments GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
RI Nord GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
RI Living GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Rainmaker Elimination,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Chandos Holdings UG ( IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Arcangel Assets GmbH (IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Ruscha Residential GmbH (EUR) (IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Nuveen Elimination,DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
TIAA General Account Housing German Service GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
TIAA General Account Housing German Property GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Nuveen HoldCo (Consolidation),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
Chandos Elimination (IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO Consolidation Entity (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: IT Equipment,1384,
IMMO German Property II GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
IMMO Central Portfolio UK Limited (UK),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
IMMO Digital Solutions India Private Limited (INR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
IMMO Investment Technologies España S.L (SPN),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
Carilux Investment S.à r.l (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
INSTA IMMO GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
TIAA General Account Housing German Property GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
Matis Investment S.à r.l (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
Matis Elimination(Moonstone),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
RI Nord GmbH (EUR),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
Arcangel Assets GmbH (IMMO managed),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
Moonstone Holdings S.à r.l (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
IMMO German Property GmbH (GER),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
IMMO Investment Technologies S.à r.l. (LUX),DEPRECIATION & AMORTIZATION : Depreciation & Amortization: Other Fixed Assets,1745,
